State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
Arizona,Male,High School or Below,5746.0,22906.0,76.0,0,Personal Auto,Four-Door Car,519.883102
Washington,Male,College,2706.0,0.0,83.0,1,Personal Auto,Four-Door Car,398.4
Washington,Male,Bachelor,6186.0,37138.0,83.0,2,Personal Auto,Two-Door Car,417.28389
Nevada,Female,Bachelor,22445.0,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
Oregon,Female,College,6278.0,21024.0,82.0,1,Personal Auto,Two-Door Car,450.129276
California,Male,High School or Below,7216.0,0.0,103.0,0,Personal Auto,Four-Door Car,741.6
Oregon,Female,High School or Below,6514.0,77135.0,84.0,3,Personal Auto,Four-Door Car,98.372265
Washington,Male,College,34709.0,0.0,109.0,0,Personal Auto,Sports Car,718.700718
Arizona,Male,Bachelor,4216.0,0.0,114.0,0,Corporate Auto,SUV,820.8
Oregon,Female,Bachelor,13158.0,72845.0,108.0,0,Personal Auto,SUV,463.000336
Oregon,Female,High School or Below,2918.0,51622.0,74.0,0,Corporate Auto,Four-Door Car,355.2
Arizona,Male,Bachelor,6356.0,0.0,61.0,0,Special Auto,Two-Door Car,292.8
Oregon,Female,Bachelor,13270.0,15616.0,114.0,1,Personal Auto,SUV,547.2
Oregon,Female,High School or Below,5880.0,0.0,82.0,0,Personal Auto,Four-Door Car,590.4
Washington,Male,College,5927.0,23091.0,96.0,5,Corporate Auto,Four-Door Car,460.8
Oregon,Female,Bachelor,4121.0,0.0,67.0,3,Personal Auto,Two-Door Car,482.4
Arizona,Female,Bachelor,7956.0,22699.0,74.0,4,Personal Auto,Four-Door Car,355.2
Washington,Male,Bachelor,24128.0,14072.0,71.0,0,Personal Auto,Four-Door Car,511.2
California,Female,High School or Below,26864.0,81713.0,74.0,0,Personal Auto,Four-Door Car,332.224293
California,Female,Bachelor,31935.0,56516.0,199.0,0,Personal Auto,Luxury SUV,955.2
Oregon,Female,Bachelor,5133.0,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
Arizona,Male,High School or Below,4760.0,26747.0,61.0,0,Corporate Auto,Four-Door Car,404.074203
Oregon,Female,College,2638.0,63422.0,66.0,0,Personal Auto,Four-Door Car,355.922452
California,Female,High School or Below,6503.0,22081.0,84.0,0,Personal Auto,Two-Door Car,451.670309
Oregon,Female,College,12787.0,0.0,180.0,0,Special Auto,Luxury SUV,1296.0
Oregon,Female,Bachelor,3148.0,29698.0,83.0,2,Personal Auto,Four-Door Car,215.884804
California,Female,College,5618.0,24518.0,74.0,0,Personal Auto,Two-Door Car,241.656325
Arizona,Male,College,3231.0,62873.0,81.0,0,Special Auto,Four-Door Car,207.75186
California,Male,Master,7435.0,28377.0,94.0,0,Personal Auto,Four-Door Car,451.2
Oregon,Male,College,11715.0,21102.0,100.0,0,Personal Auto,SUV,480.0
Oregon,Male,Bachelor,2010.0,0.0,65.0,2,Personal Auto,Two-Door Car,312.0
Nevada,Female,High School or Below,6625.0,0.0,88.0,0,Personal Auto,Four-Door Car,539.280951
California,Male,Bachelor,9568.0,81410.0,119.0,0,Personal Auto,SUV,221.188327
Oregon,Female,High School or Below,18475.0,27869.0,67.0,0,Personal Auto,Two-Door Car,482.4
Arizona,Male,High School or Below,12157.0,57449.0,103.0,0,Personal Auto,Four-Door Car,494.4
Oregon,Male,High School or Below,2956.0,40901.0,74.0,0,Corporate Auto,Four-Door Car,13.628274
Nevada,Male,High School or Below,3963.0,88701.0,99.0,0,Personal Auto,Two-Door Car,171.830049
California,Female,Master,10896.0,29365.0,137.0,0,Personal Auto,Sports Car,657.6
California,Female,College,6081.0,0.0,82.0,0,Personal Auto,Four-Door Car,393.6
Arizona,Female,Bachelor,30142.0,0.0,103.0,0,Personal Auto,SUV,1060.310769
Oregon,Female,Bachelor,5737.0,56455.0,73.0,2,Personal Auto,Four-Door Car,350.4
California,Male,Bachelor,16980.0,35095.0,73.0,0,Special Auto,Two-Door Car,525.6
Oregon,Female,High School or Below,10915.0,0.0,155.0,1,Corporate Auto,Sports Car,1116.0
Oregon,Female,College,3808.0,94903.0,94.0,0,Special Auto,Two-Door Car,451.2
Washington,Male,Doctor,5409.0,80192.0,67.0,0,Personal Auto,Four-Door Car,95.193157
Oregon,Male,Master,13419.0,0.0,122.0,0,Personal Auto,SUV,827.786203
California,Male,Master,3238.0,60244.0,83.0,3,Corporate Auto,Four-Door Car,326.281835
Arizona,Female,College,10358.0,52735.0,65.0,0,Personal Auto,Four-Door Car,123.512596
Arizona,Female,High School or Below,11620.0,78275.0,72.0,0,Personal Auto,Two-Door Car,25.336642
Oregon,Female,Bachelor,8209.0,77282.0,102.0,0,Corporate Auto,Four-Door Car,489.6
California,Female,College,3097.0,21604.0,79.0,0,Personal Auto,Four-Door Car,379.2
Arizona,Female,High School or Below,4804.0,51962.0,125.0,4,Personal Auto,Sports Car,788.206874
Oregon,Female,Bachelor,4786.0,0.0,68.0,0,Corporate Auto,Four-Door Car,489.6
California,Female,Doctor,15886.0,56362.0,197.0,1,Personal Auto,Luxury SUV,945.6
Arizona,Male,College,5285.0,85753.0,66.0,1,Special Auto,Four-Door Car,316.8
Arizona,Female,High School or Below,2945.0,36167.0,76.0,3,Personal Auto,Two-Door Car,364.8
Oregon,Female,Master,18090.0,68568.0,223.0,1,Personal Auto,Luxury Car,1070.4
California,Female,College,10209.0,35482.0,129.0,0,Personal Auto,SUV,619.2
Washington,Male,High School or Below,20708.0,92079.0,65.0,1,Corporate Auto,Four-Door Car,114.798771
Oregon,Male,Bachelor,5248.0,0.0,77.0,0,Personal Auto,Two-Door Car,554.4
California,Male,College,5180.0,0.0,165.0,2,Personal Auto,SUV,1188.0
California,Female,Bachelor,4513.0,34558.0,113.0,0,Personal Auto,SUV,376.529086
Nevada,Male,Master,5298.0,14775.0,69.0,0,Personal Auto,Four-Door Car,170.939409
California,Male,High School or Below,5377.0,35637.0,68.0,0,Personal Auto,Four-Door Car,326.4
Oregon,Male,Bachelor,7661.0,66726.0,97.0,1,Personal Auto,Two-Door Car,335.840529
California,Female,Bachelor,2677.0,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
Oregon,Female,College,6878.0,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
California,Female,Doctor,5714.0,79719.0,71.0,0,Personal Auto,Four-Door Car,425.924132
Arizona,Male,Bachelor,4930.0,25632.0,63.0,0,Corporate Auto,Two-Door Car,351.270869
Oregon,Female,College,10485.0,61108.0,89.0,0,Personal Auto,Four-Door Car,49.451117
California,Male,College,9490.0,0.0,137.0,0,Corporate Auto,SUV,657.6
Arizona,Female,College,7805.0,21073.0,106.0,1,Personal Auto,SUV,508.8
Oregon,Male,Doctor,21274.0,17932.0,79.0,0,Personal Auto,Four-Door Car,379.2
Nevada,Male,High School or Below,5839.0,81082.0,73.0,0,Personal Auto,Four-Door Car,281.295903
Oregon,Female,High School or Below,2677.0,71684.0,66.0,0,Personal Auto,Two-Door Car,196.065149
Oregon,Male,High School or Below,2375.0,57338.0,61.0,0,Personal Auto,Two-Door Car,292.8
Arizona,Male,College,22104.0,0.0,102.0,0,Personal Auto,SUV,489.6
Oregon,Male,College,2428.0,24409.0,62.0,0,Corporate Auto,Four-Door Car,297.6
California,Female,High School or Below,7294.0,83488.0,90.0,0,Personal Auto,Four-Door Car,432.784577
Washington,Male,High School or Below,11360.0,0.0,104.0,0,Corporate Auto,Two-Door Car,773.346065
California,Female,Master,2812.0,62537.0,71.0,1,Personal Auto,Two-Door Car,354.199664
Washington,Male,College,4386.0,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6
Arizona,Female,Bachelor,6447.0,43478.0,80.0,0,Personal Auto,Four-Door Car,384.0
Oregon,Female,Bachelor,8427.0,46503.0,215.0,1,Corporate Auto,Luxury SUV,1032.0
Oregon,Female,High School or Below,5290.0,27179.0,66.0,0,Personal Auto,Four-Door Car,344.201601
California,Female,College,5592.0,62229.0,70.0,0,Personal Auto,Two-Door Car,336.0
Arizona,Female,Bachelor,18892.0,0.0,92.0,1,Personal Auto,Two-Door Car,441.6
Oregon,Male,College,13624.0,67060.0,126.0,4,Personal Auto,SUV,339.000467
Oregon,Female,College,25465.0,13663.0,97.0,0,Personal Auto,Four-Door Car,465.6
California,Female,High School or Below,2176.0,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
Arizona,Female,Bachelor,6699.0,0.0,99.0,1,Corporate Auto,Four-Door Car,699.67536
California,Female,Bachelor,9044.0,97745.0,113.0,0,Personal Auto,Sports Car,695.136477
Oregon,Female,High School or Below,4369.0,26026.0,116.0,1,Personal Auto,Two-Door Car,283.670312
California,Female,College,51338.0,72794.0,164.0,1,Personal Auto,SUV,50.454459
Oregon,Female,College,28700.0,47730.0,91.0,0,Personal Auto,Four-Door Car,219.440024
Arizona,Male,College,4270.0,0.0,122.0,0,Personal Auto,SUV,725.870693
Washington,Female,Bachelor,5346.0,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
Oregon,Female,Bachelor,4775.0,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
Oregon,Female,Doctor,14728.0,97785.0,73.0,0,Personal Auto,Two-Door Car,236.614219
California,Female,High School or Below,4755.0,0.0,66.0,0,Personal Auto,Four-Door Car,712.309237
Washington,Male,Doctor,3436.0,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668
California,Female,College,8356.0,64502.0,70.0,0,Personal Auto,Two-Door Car,39.336222
California,Male,Bachelor,3413.0,30335.0,87.0,0,Corporate Auto,Four-Door Car,326.132867
Oregon,Male,Master,6185.0,21020.0,80.0,0,Corporate Auto,Four-Door Car,178.371281
California,Female,College,8457.0,84574.0,70.0,0,Special Auto,Four-Door Car,167.459769
Washington,Female,Bachelor,3022.0,0.0,84.0,0,Personal Auto,Two-Door Car,700.725788
Oregon,Female,Master,6966.0,0.0,93.0,0,Personal Auto,Four-Door Car,436.143226
Oregon,Female,High School or Below,10083.0,11828.0,90.0,0,Corporate Auto,Four-Door Car,571.479602
Arizona,Female,College,2540.0,54889.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Female,College,8456.0,89918.0,105.0,0,Personal Auto,SUV,367.230882
California,Male,Bachelor,26576.0,87002.0,110.0,0,Personal Auto,Two-Door Car,199.851173
Oregon,Male,High School or Below,10964.0,55687.0,276.0,0,Corporate Auto,Luxury SUV,1324.8
Oregon,Male,Bachelor,9672.0,17103.0,87.0,0,Personal Auto,Two-Door Car,417.6
Arizona,Female,College,1899.0,0.0,70.0,5,Personal Auto,Two-Door Car,702.020904
Arizona,Male,College,8595.0,28441.0,73.0,0,Special Auto,Two-Door Car,686.020135
Oregon,Male,Bachelor,5533.0,91212.0,69.0,0,Personal Auto,Two-Door Car,270.311239
Arizona,Female,Bachelor,9372.0,66325.0,117.0,0,Corporate Auto,SUV,497.719213
Oregon,Female,Doctor,3975.0,67895.0,101.0,4,Personal Auto,Four-Door Car,403.937672
Arizona,Female,Master,4456.0,29550.0,114.0,1,Corporate Auto,Two-Door Car,118.750512
Arizona,Male,College,3496.0,10275.0,97.0,0,Personal Auto,Four-Door Car,465.6
Nevada,Male,College,8512.0,61725.0,106.0,0,Personal Auto,Four-Door Car,508.8
California,Male,College,4650.0,28215.0,65.0,0,Corporate Auto,Two-Door Car,468.0
Arizona,Female,College,13523.0,10563.0,121.0,0,Corporate Auto,SUV,109.814874
California,Male,Bachelor,4422.0,0.0,62.0,0,Personal Auto,Two-Door Car,722.432062
California,Male,College,7321.0,99722.0,61.0,0,Personal Auto,Four-Door Car,292.8
Washington,Male,Master,7031.0,16224.0,93.0,0,Corporate Auto,Four-Door Car,498.452698
Washington,Female,Bachelor,5123.0,72096.0,64.0,0,Personal Auto,Two-Door Car,252.330905
Nevada,Male,Bachelor,9051.0,63800.0,113.0,0,Personal Auto,SUV,542.4
Arizona,Male,High School or Below,10964.0,55687.0,276.0,0,Personal Auto,Luxury SUV,1324.8
California,Male,High School or Below,6039.0,0.0,89.0,1,Personal Auto,Four-Door Car,640.8
California,Male,Bachelor,2108.0,0.0,61.0,0,Personal Auto,Two-Door Car,351.85681
California,Male,College,9875.0,29598.0,87.0,0,Personal Auto,Two-Door Car,150.926696
California,Male,Bachelor,6929.0,22907.0,180.0,2,Personal Auto,Luxury SUV,49.18776
Oregon,Male,Bachelor,14318.0,22697.0,186.0,1,Corporate Auto,Luxury SUV,892.8
California,Male,Bachelor,5107.0,70174.0,64.0,0,Personal Auto,Four-Door Car,128.90032
California,Female,High School or Below,17224.0,85378.0,107.0,0,Corporate Auto,SUV,513.6
Nevada,Female,High School or Below,7517.0,31477.0,94.0,0,Special Auto,Four-Door Car,146.950756
Nevada,Male,College,5389.0,66429.0,136.0,0,Personal Auto,Sports Car,57.712985
California,Male,High School or Below,6275.0,0.0,90.0,0,Personal Auto,Four-Door Car,900.242038
Nevada,Female,High School or Below,4722.0,0.0,65.0,0,Personal Auto,Four-Door Car,655.489027
Oregon,Female,Bachelor,6282.0,0.0,172.0,0,Corporate Auto,SUV,141.460349
California,Male,Bachelor,7986.0,74217.0,100.0,0,Personal Auto,SUV,418.005524
Nevada,Male,High School or Below,6503.0,46298.0,88.0,3,Corporate Auto,Four-Door Car,128.292466
Oregon,Female,College,4882.0,0.0,135.0,0,Personal Auto,SUV,648.0
Washington,Female,High School or Below,2515.0,43860.0,65.0,0,Corporate Auto,Four-Door Car,156.124914
Arizona,Female,College,7955.0,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
Arizona,Male,College,4809.0,48029.0,61.0,0,Corporate Auto,Four-Door Car,292.8
Washington,Female,College,9697.0,86830.0,123.0,0,Personal Auto,SUV,480.533246
Arizona,Female,College,8709.0,0.0,77.0,0,Personal Auto,Two-Door Car,509.100577
Nevada,Female,High School or Below,2858.0,40706.0,71.0,0,Personal Auto,Four-Door Car,166.123172
California,Female,High School or Below,5234.0,69231.0,65.0,0,Personal Auto,Four-Door Car,193.243084
Arizona,Female,College,13495.0,0.0,132.0,0,Personal Auto,SUV,950.4
Oregon,Male,College,6871.0,0.0,105.0,0,Personal Auto,Four-Door Car,756.0
Arizona,Female,High School or Below,5653.0,16171.0,74.0,0,Corporate Auto,Four-Door Car,311.004168
Arizona,Male,College,2345.0,51397.0,61.0,0,Personal Auto,Four-Door Car,292.8
Oregon,Female,Bachelor,19688.0,83879.0,69.0,0,Personal Auto,Four-Door Car,212.148485
California,Female,College,7247.0,63267.0,92.0,0,Personal Auto,Four-Door Car,530.340202
Nevada,Male,College,6085.0,44712.0,82.0,2,Corporate Auto,Four-Door Car,537.78416
California,Male,Doctor,5480.0,59311.0,69.0,0,Corporate Auto,Four-Door Car,14.812808
Arizona,Male,Bachelor,6876.0,81957.0,86.0,0,Personal Auto,Four-Door Car,433.426544
Arizona,Male,Doctor,5369.0,59601.0,67.0,0,Personal Auto,Four-Door Car,321.6
Oregon,Male,High School or Below,8283.0,71034.0,103.0,0,Corporate Auto,Four-Door Car,494.4
Washington,Male,Bachelor,5385.0,13103.0,72.0,0,Personal Auto,Four-Door Car,458.003651
Oregon,Male,College,3509.0,20978.0,98.0,1,Personal Auto,Four-Door Car,1176.2788
California,Female,Bachelor,8427.0,46503.0,215.0,1,Personal Auto,Luxury SUV,1032.0
California,Male,College,4554.0,61064.0,113.0,0,Personal Auto,SUV,539.774172
Oregon,Female,College,4318.0,17572.0,110.0,0,Personal Auto,Two-Door Car,639.769748
Oregon,Male,Master,14091.0,99823.0,116.0,0,Corporate Auto,SUV,250.183388
Nevada,Female,College,8694.0,17453.0,118.0,1,Personal Auto,SUV,566.4
Oregon,Male,College,6661.0,55663.0,166.0,0,Personal Auto,SUV,194.739777
Washington,Male,Master,2654.0,73196.0,66.0,1,Personal Auto,Four-Door Car,85.809817
Oregon,Female,High School or Below,4428.0,58577.0,110.0,0,Personal Auto,SUV,303.872752
Nevada,Female,High School or Below,5738.0,88055.0,71.0,0,Personal Auto,Four-Door Car,337.727542
California,Male,Bachelor,5815.0,0.0,80.0,0,Personal Auto,Four-Door Car,384.0
California,Male,High School or Below,4426.0,80892.0,110.0,0,Personal Auto,SUV,528.0
Arizona,Female,Master,2574.0,34990.0,65.0,0,Corporate Auto,Four-Door Car,42.689135
California,Male,College,2833.0,37124.0,72.0,0,Personal Auto,Two-Door Car,430.518791
California,Female,High School or Below,4876.0,22236.0,62.0,0,Personal Auto,Two-Door Car,409.425049
Washington,Female,Master,5182.0,97131.0,64.0,0,Personal Auto,Four-Door Car,307.2
Oregon,Female,College,5947.0,67760.0,74.0,0,Special Auto,Four-Door Car,465.278453
Arizona,Female,Bachelor,2564.0,0.0,69.0,0,Personal Auto,Four-Door Car,97.691104
Nevada,Male,College,15144.0,0.0,62.0,1,Personal Auto,Two-Door Car,307.649586
California,Male,High School or Below,5558.0,37473.0,70.0,0,Corporate Auto,Four-Door Car,336.0
Washington,Female,High School or Below,8109.0,32314.0,68.0,0,Personal Auto,Four-Door Car,326.4
Arizona,Male,College,15639.0,49214.0,102.0,3,Corporate Auto,Four-Door Car,371.322406
Oregon,Female,High School or Below,8334.0,49851.0,69.0,1,Personal Auto,Four-Door Car,331.2
Washington,Male,High School or Below,10418.0,27951.0,91.0,0,Personal Auto,Four-Door Car,436.8
Nevada,Female,Bachelor,6846.0,0.0,95.0,0,Corporate Auto,Two-Door Car,456.0
Arizona,Female,Master,9404.0,56410.0,117.0,0,Personal Auto,SUV,523.99823
Arizona,Female,Bachelor,16985.0,22497.0,212.0,0,Special Auto,Luxury Car,1017.6
Arizona,Female,College,21101.0,61347.0,106.0,0,Personal Auto,SUV,604.237801
Nevada,Female,Bachelor,2915.0,37803.0,74.0,0,Personal Auto,Four-Door Car,355.2
Nevada,Female,Master,8594.0,91276.0,105.0,0,Personal Auto,SUV,504.0
Oregon,Male,College,6862.0,30816.0,87.0,0,Personal Auto,Two-Door Car,237.57033
Oregon,Female,College,2681.0,41968.0,67.0,0,Corporate Auto,Four-Door Car,183.207703
Arizona,Male,Master,15798.0,35754.0,199.0,0,Personal Auto,Luxury Car,612.973779
California,Female,Master,2863.0,36706.0,71.0,0,Personal Auto,Four-Door Car,435.606086
Washington,Male,High School or Below,30062.0,48258.0,249.0,0,Personal Auto,Luxury Car,1195.2
Arizona,Male,Master,10683.0,52965.0,134.0,3,Personal Auto,SUV,83.815183
Oregon,Male,Bachelor,2747.0,0.0,84.0,0,Personal Auto,Four-Door Car,604.8
Oregon,Female,Bachelor,2389.0,0.0,65.0,0,Personal Auto,Four-Door Car,455.644704
Oregon,Male,High School or Below,13777.0,62634.0,116.0,0,Personal Auto,SUV,122.017931
Oregon,Female,Bachelor,17264.0,96917.0,61.0,0,Special Auto,Four-Door Car,71.942176
Arizona,Female,High School or Below,4669.0,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8
California,Female,College,4673.0,53219.0,117.0,0,Corporate Auto,SUV,561.6
Arizona,Female,College,4348.0,81412.0,109.0,0,Personal Auto,Two-Door Car,344.294164
California,Female,College,33873.0,59744.0,105.0,0,Personal Auto,SUV,476.486416
California,Female,College,9101.0,38898.0,117.0,0,Corporate Auto,SUV,561.6
California,Male,High School or Below,6358.0,0.0,94.0,2,Personal Auto,Four-Door Car,17.938979
Oregon,Female,College,2628.0,99961.0,66.0,2,Personal Auto,Four-Door Car,316.8
Oregon,Male,High School or Below,7193.0,30886.0,91.0,0,Personal Auto,Two-Door Car,103.424766
Washington,Female,Master,5040.0,35984.0,128.0,3,Personal Auto,SUV,275.577631
Nevada,Female,College,3963.0,0.0,125.0,4,Personal Auto,SUV,539.5622
California,Male,High School or Below,6426.0,0.0,181.0,0,Personal Auto,Luxury Car,1303.2
Oregon,Male,Master,15673.0,0.0,139.0,0,Personal Auto,SUV,667.2
Arizona,Male,Master,3238.0,60244.0,83.0,3,Personal Auto,Four-Door Car,326.281835
California,Female,High School or Below,12992.0,0.0,72.0,0,Personal Auto,Four-Door Car,518.4
California,Female,College,22218.0,37553.0,187.0,0,Personal Auto,Luxury Car,897.6
Nevada,Male,College,4931.0,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
Oregon,Male,College,4330.0,60475.0,107.0,0,Personal Auto,Four-Door Car,513.6
Arizona,Male,Doctor,8296.0,0.0,111.0,0,Personal Auto,SUV,672.91665
California,Male,College,8334.0,0.0,136.0,2,Personal Auto,SUV,979.2
California,Male,Master,5348.0,25545.0,69.0,0,Personal Auto,Four-Door Car,331.2
Arizona,Male,Master,2399.0,24182.0,66.0,0,Personal Auto,Four-Door Car,316.8
Oregon,Female,High School or Below,6622.0,80979.0,84.0,2,Personal Auto,Four-Door Car,25.961213
Arizona,Male,Bachelor,4156.0,0.0,62.0,0,Corporate Auto,Four-Door Car,446.4
Arizona,Female,High School or Below,8430.0,0.0,74.0,0,Personal Auto,Four-Door Car,47.502366
Oregon,Male,Bachelor,2546.0,29250.0,64.0,0,Personal Auto,Two-Door Car,308.240792
California,Female,Master,5005.0,33566.0,63.0,1,Personal Auto,Four-Door Car,205.043307
Washington,Female,College,2900.0,65247.0,72.0,0,Corporate Auto,Four-Door Car,381.238176
California,Male,High School or Below,6768.0,39650.0,86.0,0,Personal Auto,Four-Door Car,922.335972
California,Male,Bachelor,3123.0,0.0,101.0,4,Personal Auto,SUV,960.115399
Oregon,Male,College,8185.0,82680.0,68.0,0,Corporate Auto,Four-Door Car,326.4
California,Male,High School or Below,7636.0,0.0,111.0,0,Corporate Auto,Two-Door Car,799.2
Oregon,Male,College,9228.0,0.0,129.0,0,Personal Auto,SUV,619.2
Oregon,Male,Bachelor,7587.0,0.0,69.0,0,Personal Auto,Two-Door Car,460.741097
Arizona,Male,College,2191.0,0.0,61.0,1,Special Auto,Four-Door Car,439.2
Nevada,Male,High School or Below,5004.0,86834.0,64.0,0,Corporate Auto,Four-Door Car,0.099007
Arizona,Female,Bachelor,4795.0,46143.0,122.0,0,Personal Auto,SUV,223.028356
